sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2
KP0549_AC_WP20	KP0549_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0549_AC_WP20.R1.fq.gz	KP0549_AC_WP20.R2.fq.gz
KP0551_LM_WP20	KP0551_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0551_LM_WP20.R1.fq.gz	KP0551_LM_WP20.R2.fq.gz
KP0552_AC_WP20	KP0552_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0552_AC_WP20.R1.fq.gz	KP0552_AC_WP20.R2.fq.gz
KP0554_AC_WP20	KP0554_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0554_AC_WP20.R1.fq.gz	KP0554_AC_WP20.R2.fq.gz
KP0555_AC_WP20	KP0555_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0555_AC_WP20.R1.fq.gz	KP0555_AC_WP20.R2.fq.gz
KP0556_AC_WP20	KP0556_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0556_AC_WP20.R1.fq.gz	KP0556_AC_WP20.R2.fq.gz
KP0557_AC_WP20	KP0557_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0557_AC_WP20.R1.fq.gz	KP0557_AC_WP20.R2.fq.gz
KP0558_LM_WP20	KP0558_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0558_LM_WP20.R1.fq.gz	KP0558_LM_WP20.R2.fq.gz
KP0559_AC_WP20	KP0559_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0559_AC_WP20.R1.fq.gz	KP0559_AC_WP20.R2.fq.gz
KP0560_AC_WP20	KP0560_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0560_AC_WP20.R1.fq.gz	KP0560_AC_WP20.R2.fq.gz
KP0562_LM_WP20	KP0562_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0562_LM_WP20.R1.fq.gz	KP0562_LM_WP20.R2.fq.gz
KP0563_AC_WP20	KP0563_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0563_AC_WP20.R1.fq.gz	KP0563_AC_WP20.R2.fq.gz
KP0564_LM_WP20	KP0564_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0564_LM_WP20.R1.fq.gz	KP0564_LM_WP20.R2.fq.gz
KP0565_LM_WP20	KP0565_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0565_LM_WP20.R1.fq.gz	KP0565_LM_WP20.R2.fq.gz
KP0566_LM_WP20	KP0566_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0566_LM_WP20.R1.fq.gz	KP0566_LM_WP20.R2.fq.gz
KP0568_AC_WP20	KP0568_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0568_AC_WP20.R1.fq.gz	KP0568_AC_WP20.R2.fq.gz
KP0569_AC_WP20	KP0569_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0569_AC_WP20.R1.fq.gz	KP0569_AC_WP20.R2.fq.gz
KP0570_LM_WP20	KP0570_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0570_LM_WP20.R1.fq.gz	KP0570_LM_WP20.R2.fq.gz
KP0571_AC_WP20	KP0571_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0571_AC_WP20.R1.fq.gz	KP0571_AC_WP20.R2.fq.gz
KP0572_AC_WP20	KP0572_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0572_AC_WP20.R1.fq.gz	KP0572_AC_WP20.R2.fq.gz
KP0573_LM_WP20	KP0573_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0573_LM_WP20.R1.fq.gz	KP0573_LM_WP20.R2.fq.gz
KP0575_AC_WP20	KP0575_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0575_AC_WP20.R1.fq.gz	KP0575_AC_WP20.R2.fq.gz
KP0576_AC_WP20	KP0576_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0576_AC_WP20.R1.fq.gz	KP0576_AC_WP20.R2.fq.gz
KP0577_AC_WP20	KP0577_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0577_AC_WP20.R1.fq.gz	KP0577_AC_WP20.R2.fq.gz
KP0579_AC_WP20	KP0579_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0579_AC_WP20.R1.fq.gz	KP0579_AC_WP20.R2.fq.gz
KP0580_AC_WP20	KP0580_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0580_AC_WP20.R1.fq.gz	KP0580_AC_WP20.R2.fq.gz
KP0581_AC_WP20	KP0581_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0581_AC_WP20.R1.fq.gz	KP0581_AC_WP20.R2.fq.gz
KP0582_AC_WP20	KP0582_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0582_AC_WP20.R1.fq.gz	KP0582_AC_WP20.R2.fq.gz
KP0583_LM_WP20	KP0583_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0583_LM_WP20.R1.fq.gz	KP0583_LM_WP20.R2.fq.gz
KP0584_AC_WP20	KP0584_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0584_AC_WP20.R1.fq.gz	KP0584_AC_WP20.R2.fq.gz
KP0585_LM_WP20	KP0585_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0585_LM_WP20.R1.fq.gz	KP0585_LM_WP20.R2.fq.gz
KP0586_LM_WP20	KP0586_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0586_LM_WP20.R1.fq.gz	KP0586_LM_WP20.R2.fq.gz
KP0588_LM_WP20	KP0588_LM_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0588_LM_WP20.R1.fq.gz	KP0588_LM_WP20.R2.fq.gz
KP0589_AC_WP20	KP0589_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0589_AC_WP20.R1.fq.gz	KP0589_AC_WP20.R2.fq.gz
KP0590_AC_WP20	KP0590_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0590_AC_WP20.R1.fq.gz	KP0590_AC_WP20.R2.fq.gz
KP0591_AC_WP20	KP0591_AC_WP20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0591_AC_WP20.R1.fq.gz	KP0591_AC_WP20.R2.fq.gz
KP0592_UN_NANA	KP0592_UN_NANA.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0592_UN_NANA.R1.fq.gz	KP0592_UN_NANA.R2.fq.gz
KP0593_AC_SB20	KP0593_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0593_AC_SB20.R1.fq.gz	KP0593_AC_SB20.R2.fq.gz
KP0595_AC_SB20	KP0595_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0595_AC_SB20.R1.fq.gz	KP0595_AC_SB20.R2.fq.gz
KP0596_AC_SB20	KP0596_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0596_AC_SB20.R1.fq.gz	KP0596_AC_SB20.R2.fq.gz
KP0597_AC_SB20	KP0597_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0597_AC_SB20.R1.fq.gz	KP0597_AC_SB20.R2.fq.gz
KP0598_LM_SB20	KP0598_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0598_LM_SB20.R1.fq.gz	KP0598_LM_SB20.R2.fq.gz
KP0599_LM_SB20	KP0599_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0599_LM_SB20.R1.fq.gz	KP0599_LM_SB20.R2.fq.gz
KP0600_AC_SB20	KP0600_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0600_AC_SB20.R1.fq.gz	KP0600_AC_SB20.R2.fq.gz
KP0601_AC_SB20	KP0601_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0601_AC_SB20.R1.fq.gz	KP0601_AC_SB20.R2.fq.gz
KP0604_AC_SB20	KP0604_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0604_AC_SB20.R1.fq.gz	KP0604_AC_SB20.R2.fq.gz
KP0605_AC_SB20	KP0605_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0605_AC_SB20.R1.fq.gz	KP0605_AC_SB20.R2.fq.gz
KP0606_AC_SB20	KP0606_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0606_AC_SB20.R1.fq.gz	KP0606_AC_SB20.R2.fq.gz
KP0607_AC_SB20	KP0607_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0607_AC_SB20.R1.fq.gz	KP0607_AC_SB20.R2.fq.gz
KP0608_AC_SB20	KP0608_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0608_AC_SB20.R1.fq.gz	KP0608_AC_SB20.R2.fq.gz
KP0609_AC_SB20	KP0609_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0609_AC_SB20.R1.fq.gz	KP0609_AC_SB20.R2.fq.gz
KP0610_LM_SB20	KP0610_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0610_LM_SB20.R1.fq.gz	KP0610_LM_SB20.R2.fq.gz
KP0611_LM_SB20	KP0611_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0611_LM_SB20.R1.fq.gz	KP0611_LM_SB20.R2.fq.gz
KP0613_LM_SB20	KP0613_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0613_LM_SB20.R1.fq.gz	KP0613_LM_SB20.R2.fq.gz
KP0614_LM_SB20	KP0614_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0614_LM_SB20.R1.fq.gz	KP0614_LM_SB20.R2.fq.gz
KP0616_LM_SB20	KP0616_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0616_LM_SB20.R1.fq.gz	KP0616_LM_SB20.R2.fq.gz
KP0617_LM_SB20	KP0617_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0617_LM_SB20.R1.fq.gz	KP0617_LM_SB20.R2.fq.gz
KP0618_LM_SB20	KP0618_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0618_LM_SB20.R1.fq.gz	KP0618_LM_SB20.R2.fq.gz
KP0620_LM_SB20	KP0620_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0620_LM_SB20.R1.fq.gz	KP0620_LM_SB20.R2.fq.gz
KP0621_LM_SB20	KP0621_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0621_LM_SB20.R1.fq.gz	KP0621_LM_SB20.R2.fq.gz
KP0625_AC_SB20	KP0625_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0625_AC_SB20.R1.fq.gz	KP0625_AC_SB20.R2.fq.gz
KP0626_AC_SB20	KP0626_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0626_AC_SB20.R1.fq.gz	KP0626_AC_SB20.R2.fq.gz
KP0629_LM_SB20	KP0629_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0629_LM_SB20.R1.fq.gz	KP0629_LM_SB20.R2.fq.gz
KP0631_LM_SB20	KP0631_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0631_LM_SB20.R1.fq.gz	KP0631_LM_SB20.R2.fq.gz
KP0633_AC_SB20	KP0633_AC_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0633_AC_SB20.R1.fq.gz	KP0633_AC_SB20.R2.fq.gz
KP0634_LM_SB20	KP0634_LM_SB20.1	paired_Agaricia	WGS	GENOMIC	Reduced Representation	paired	ILLUMINA	Illumina NovaSeq 6000	Hereward, J. P., Smith, T. J., Gloag, R., Brookes, D. R., & Walter, G. H. (2020). Tests of hybridisation in Tetragonula stingless bees using multiple genetic markers. BioRxiv.	fastq	KP0634_LM_SB20.R1.fq.gz	KP0634_LM_SB20.R2.fq.gz
